participant_id,voiced_ratio,n_frames_total,n_frames_voiced,voiced_seg_dur_mean,voiced_seg_dur_std,voiced_seg_dur_median,voiced_seg_dur_iqr,voiced_seg_dur_p10,voiced_seg_dur_p90,voiced_seg_per_min,f0_mean,f0_std,f0_median,f0_iqr,f0_p10,f0_p90,naq_mean,naq_std,naq_median,naq_iqr,naq_p10,naq_p90,qoq_mean,qoq_std,qoq_median,qoq_iqr,qoq_p10,qoq_p90,h1h2_mean,h1h2_std,h1h2_median,h1h2_iqr,h1h2_p10,h1h2_p90,psp_mean,psp_std,psp_median,psp_iqr,psp_p10,psp_p90,mdq_mean,mdq_std,mdq_median,mdq_iqr,mdq_p10,mdq_p90,peakslope_mean,peakslope_std,peakslope_median,peakslope_iqr,peakslope_p10,peakslope_p90,rd_mean,rd_std,rd_median,rd_iqr,rd_p10,rd_p90,mcep0_mean,mcep0_std,mcep0_median,mcep0_iqr,mcep0_p10,mcep0_p90,formant_f1_mean,formant_f1_std,formant_f1_median,formant_f1_iqr,formant_f1_p10,formant_f1_p90,formant_f2_mean,formant_f2_std,formant_f2_median,formant_f2_iqr,formant_f2_p10,formant_f2_p90,formant_f3_mean,formant_f3_std,formant_f3_median,formant_f3_iqr,formant_f3_p10,formant_f3_p90,quality_sufficient
311,0.2619493132724889,78561,20579,0.1224211778703153,0.14174078318160602,0.07,0.13,0.02,0.3,128.38431282697522,205.22226541620097,45.132544140014765,193.0,44.25,166.0,273.0,0.0749470737587113,0.057850728215777567,0.069226,0.088119,0.004970580000000001,0.155082,0.25467859150434907,0.15234977910437728,0.26268,0.23778999999999995,0.02958980000000001,0.441812,5.839483619714564,6.739075031598603,5.4782,8.6599,-0.5602219999999998,14.125200000000001,0.3088549055563438,0.33021345898206267,0.2017,0.23041,0.0757218,0.6891600000000004,0.11650904328393023,0.03652411015574644,0.11816,0.05591750000000001,0.065909,0.16416,-0.3371121066621313,0.06505890139311211,-0.3389,0.07548500000000002,-0.418202,-0.256738,1.3709204626075127,0.49313925747277476,1.3049,0.7085000000000001,0.794842,2.0971,-9.95301822245979,1.2037599656831968,-10.179,2.1256000000000004,-11.356,-8.2104,703.9169472090655,293.2162816926613,694.74,380.51250000000005,325.68,1068.8,1594.4406839826838,399.0645228151488,1563.0,459.79999999999995,1099.99,2122.9,2549.7714252610135,470.8844947482903,2585.9,633.8250000000003,1897.3,3120.2,1
312,0.26248433524474996,78999,20736,0.13057934508816121,0.16330741475644195,0.09,0.13,0.02,0.29,120.60912163445106,118.68253279320987,40.00839310417078,105.5,50.0,79.0,187.0,0.06496196202991031,0.03600056988893374,0.0712875,0.0476875,0.00648555,0.10392000000000001,0.2398212462763021,0.12236674663295947,0.27503500000000003,0.17168750000000002,0.026448,0.361325,-0.5860921134154128,5.678389152915874,-0.18454500000000001,2.9234999999999998,-4.323650000000001,4.5076,0.156223271704755,0.18498632402203422,0.091585,0.10473275000000001,0.026936500000000002,0.38095500000000004,0.08055506908616898,0.03227181920992181,0.0710595,0.0405525,0.048995,0.1287,-0.4206259288194444,0.06308929268212578,-0.42865,0.08809,-0.49539,-0.338495,0.9785563160686728,0.5000287618383761,0.78059,0.6363875000000001,0.52129,1.74655,-9.089469410686728,1.3944864309559053,-8.7934,2.2374250000000018,-11.261,-7.4685500000000005,710.5159327042059,356.2175419193578,661.19,481.35,289.0,1217.8800000000003,1638.413189142016,418.1895641116319,1606.5,490.0999999999999,1125.4,2198.5,2574.6583649199583,438.350945727689,2570.6,538.0,2023.6200000000001,3139.5800000000004,1
313,0.2974091614597843,75381,22419,0.18635910224438904,0.23469768472474145,0.09,0.2,0.02,0.51,95.75357185497673,115.34125072483161,32.02223311516053,102.5,23.0,91.5,175.0,0.08877327255280343,0.03901307340421634,0.093355,0.037373500000000004,0.0288454,0.13037200000000002,0.31310895818136847,0.12893671985005464,0.33355,0.10247,0.10896600000000001,0.44491600000000003,1.4330222908961596,4.765045368167277,1.0543,3.2242565000000005,-1.8537599999999996,6.3382,0.15203368789464738,0.1365055204263114,0.10788,0.09048450000000001,0.0609376,0.30861,0.10509983300229714,0.032959281415583214,0.1009,0.054300000000000015,0.0668214,0.151082,-0.3970396815647442,0.05652260831386736,-0.39416,0.07652000000000003,-0.472694,-0.33102,1.0625409665908383,0.4350535982610728,0.91018,0.4715900000000002,0.6726219999999999,1.7241600000000001,-9.777684365939605,1.044321031480058,-9.5493,1.7242499999999996,-11.3722,-8.55048,676.1434399376288,294.670706814492,648.13,340.95500000000004,327.866,1062.6,1605.22682576224,393.14943619539366,1556.0,507.29999999999995,1156.0,2147.1,2524.9761857215517,430.04597720514425,2517.8500000000004,521.8000000000002,1988.6,3086.4399999999996,1
314,0.48200373696426607,154671,74552,0.1897480274879104,0.20630581603411455,0.12,0.22,0.02,0.46,152.4138332331206,167.0605416353686,40.76602411861815,156.0,43.0,129.0,224.0,0.0994412533519805,0.04830462719491113,0.0985875,0.04930050000000001,0.0314424,0.16017800000000015,0.4108068261835041,0.16391033489341658,0.44837,0.17394500000000002,0.13346700000000003,0.5787,4.108996377190981,5.944031875550181,3.9480500000000003,6.8749275,-1.5311899999999998,11.07,0.23359299561049732,0.16509673483168927,0.19921,0.1602625,0.0922265,0.4157,0.09580434371753944,0.030219504186889106,0.09195,0.0410225,0.0601823,0.13781900000000008,-0.35481547407983693,0.0762074915522571,-0.35808,0.09644999999999998,-0.451299,-0.25816199999999984,1.3988477599527847,0.452273776837386,1.3306,0.6366,0.871683,2.0623,-9.075863874879278,1.2187520053998753,-8.9429,1.6849999999999987,-10.938,-7.586019999999999,614.1347762213783,281.14405441928784,575.74,355.22499999999997,289.53400000000005,961.0,1535.271419587342,436.43231527226914,1562.1,579.6499999999999,938.9320000000001,2078.1200000000013,2512.8844956295006,511.91627919577127,2561.6,735.5,1794.6,3125.0,1
315,0.32396272260326636,97539,31599,0.17458011049723757,0.19887102748077337,0.09,0.21,0.02,0.46,111.34007935287424,118.78423367828096,27.19243794610058,110.5,15.5,99.5,157.5,0.05322075216783348,0.0348843687756797,0.04948,0.04134100000000001,0.00999214,0.0960502,0.24325788145094784,0.1322999822685103,0.23916,0.17007499999999998,0.05462580000000002,0.417174,2.579810529311806,6.301882274438874,2.178,5.49765,-3.3420399999999995,9.9808,0.25203997075338774,0.2027736497050524,0.20093,0.18994999999999998,0.08395180000000001,0.479362,0.09860940108864207,0.03803338697349064,0.10059,0.0557285,0.0445886,0.147182,-0.4505596256527105,0.05187375583682858,-0.45208,0.0645,-0.513842,-0.387748,1.726807264153929,0.8317908884129501,1.9983,1.3986,0.30464,2.4965,-8.86076812873825,1.2037911897039653,-8.5828,1.5695999999999994,-10.886,-7.5400599999999995,621.8860525982058,412.3220691532312,527.63,554.6575,198.663,1234.0,1673.8099371148282,540.365737396779,1623.95,745.325,1000.8,2418.9,2589.4983227476628,509.955980705206,2588.1,658.0,1952.3,3242.0,1
316,0.1839334415023993,86901,15984,0.12995121951219513,0.144593056859618,0.07,0.15,0.02,0.33,84.92422411709877,107.47494369369369,31.373623059956607,93.5,20.5,84.0,169.0,0.0541170844832251,0.03971417765839583,0.047037,0.04090025,0.004674690000000002,0.10469400000000001,0.24142377038442878,0.19853874610505906,0.25363,0.17200250000000003,0.019828400000000003,0.4033540000000001,3.2827131045108233,5.600151365973217,2.6121499999999997,5.0732625,-0.3045969999999996,10.093800000000003,0.20298926072468718,0.21054303324116808,0.148185,0.129475,0.02247880000000001,0.388734,0.09667707409346847,0.040669140518102706,0.098428,0.06222424999999998,0.0386193,0.150227,-0.406550181493994,0.05685617071972985,-0.40486,0.08135000000000003,-0.480607,-0.33858299999999997,1.6826954241741743,0.8683921278183043,1.9104,1.67802,0.30446,2.4965,-10.070151113613614,1.0683583816680813,-9.9275,1.8570250000000001,-11.581,-8.76055,748.5094339594386,342.5390253653806,704.1,419.11,336.0,1255.2,1639.9906012235751,436.2535181523205,1564.3,521.0,1156.9,2268.3,2599.577743583195,452.9635458086039,2596.1,562.0,2023.2,3177.8,1
317,0.24524785687663064,80490,19740,0.1630057803468208,0.19751022292064987,0.09,0.17,0.02,0.38,90.27208348863213,119.5047619047619,37.47835920815111,106.0,45.0,84.5,184.0,0.08391068038881459,0.04190412003876541,0.0898925,0.04923325,0.0185402,0.12896,0.32895504828070415,0.18875931015450922,0.369795,0.1997175,0.07520260000000001,0.49028,2.5030034058210995,5.594651810525399,2.4252000000000002,4.7589950000000005,-1.525129999999999,8.028180000000015,0.17223442202419958,0.1543148724123824,0.129475,0.09318074999999998,0.0638269,0.3341230000000003,0.08824338311372847,0.027662982671910367,0.0835095,0.032719750000000006,0.0584401,0.12682100000000002,-0.3974945928064843,0.059779297533713666,-0.39666500000000005,0.07630000000000003,-0.47628099999999995,-0.32466799999999996,1.2373201134751772,0.4608249043844302,1.1077499999999998,0.5811824999999999,0.771988,1.9504,-9.668469361702128,1.170974808445372,-9.4963,1.812925,-11.351,-8.25226,650.1100097671009,295.3656689168108,603.16,358.19499999999994,332.006,1047.2,1613.1585558759195,435.8348513096235,1581.5,587.8000000000002,1056.8,2210.9,2558.6805787681446,440.0425131363403,2578.3,593.0,2002.23,3110.6,1
318,0.292781998334438,58839,17227,0.168396871945259,0.21986081723228254,0.08,0.18,0.02,0.42,104.31856421761077,107.41260811516806,34.26250142615576,92.0,33.0,80.0,172.0,0.0491775864484688,0.0369007592754696,0.049897,0.05905199999999999,0.00309346,0.09489339999999999,0.24810797403460266,0.15745633621939215,0.22378,0.245375,0.0290796,0.44091,-0.6939837958947582,5.97585126283714,-0.29572,3.452,-5.626539999999999,5.040219999999998,0.29598758207602016,0.30899903883509977,0.17571,0.297841,0.059008800000000014,0.724942,0.09538284391548152,0.03796874723359459,0.08998,0.061923000000000006,0.051566600000000004,0.149834,-0.41882028850060954,0.06006607702733816,-0.42247,0.0826,-0.492906,-0.341862,1.0788294438962094,0.46559953007957944,0.91164,0.5055149999999999,0.670516,1.8071799999999998,-9.53970332617403,1.1619626361285103,-9.3264,1.7729,-11.343399999999999,-8.1645,630.2917767968856,310.72331569350854,586.0,401.2724999999999,283.24,1048.1,1572.3378725520197,410.13343895108284,1546.2,533.0,1061.8,2114.8,2505.6222978716173,439.8031110424384,2508.0,557.3000000000002,1952.3,3076.8,1
319,0.3027026231775316,67971,20575,0.16632983023443818,0.20349679053611602,0.1,0.16999999999999998,0.02,0.38,109.19362669373703,122.62425273390036,42.45940501250954,107.0,62.75,81.0,190.5,0.08480092281031787,0.055602851849716334,0.077741,0.076718,0.0135808,0.15788,0.262577504746158,0.14129818798936036,0.25931,0.16830999999999996,0.0651372,0.4442500000000001,0.1986160721874119,6.416011504733703,-0.18896,5.52745,-5.35192,7.805180000000001,0.24262883822170594,0.21849067174518041,0.17354,0.18966,0.0747568,0.5083220000000004,0.11518646485346296,0.02759453025183358,0.11531,0.036383499999999985,0.0804898,0.14966600000000002,-0.40958268510328066,0.06501805833211335,-0.41591,0.091165,-0.488828,-0.32472399999999985,1.2836666250303768,0.5601509920239293,1.1603,0.8151700000000001,0.65685,2.1645200000000004,-10.227295922235724,0.8882556309417775,-10.167,1.3519500000000004,-11.47,-9.09708,638.6095351313562,324.06437791205326,585.75,402.15,272.752,1073.8,1606.3067821031718,417.48415292540903,1578.3,563.1000000000001,1079.0,2180.0,2502.9016098314814,429.40895975492043,2469.3,558.0,2005.64,3066.16,1
320,0.2901307259513019,84069,24391,0.12776846516500787,0.15701293294301824,0.07,0.13,0.02,0.31,136.2452271348535,205.92042146693453,51.55212054130906,195.0,61.0,153.0,278.0,0.09781192424955641,0.054491220964420106,0.095458,0.065466,0.018873,0.17065,0.3803451724449387,0.2001111249626189,0.41749,0.23031500000000005,0.086458,0.5776,4.345806428390553,6.043087814196507,3.8582,7.61209,-1.4059,11.654,0.25491427437412156,0.17167584788545454,0.22677,0.163765,0.088243,0.45086,0.10648990192370135,0.0333705499673822,0.10661,0.05040300000000002,0.062982,0.15009,-0.3637088635562297,0.07553998146564408,-0.3666,0.09199000000000002,-0.46024,-0.26277,1.4586592944118733,0.47709893613773596,1.4073,0.6627000000000001,0.88705,2.1582,-9.554690873682915,1.4538704409812637,-9.5815,2.5015500000000017,-11.413,-7.5832,689.308071497596,300.1261065086505,695.0,443.655,319.61,1025.8,1616.2821752630073,420.0088503008954,1668.9,555.3,1025.27,2134.2,2492.132795615747,454.730285659641,2461.0,578.4000000000001,1885.2,3087.2,1
321,0.34324926086797825,82191,28212,0.13945625308947107,0.14154154805638494,0.1,0.16,0.02,0.32799999999999957,147.68040296382816,186.33159648376576,42.8314122798338,173.0,34.5,152.0,252.0,0.10737384792995852,0.05536481424933274,0.11829,0.07566149999999999,0.018968900000000007,0.16913,0.33056183166751746,0.14317544887448863,0.37612500000000004,0.15207749999999998,0.0836081,0.46477900000000005,3.8666284826655675,5.869329960123103,3.1862000000000004,6.70654,-1.6409199999999997,11.533,0.2107530908000638,0.16329437990247103,0.169425,0.12028499999999998,0.09479790000000003,0.38917400000000013,0.10639250876467461,0.027896266164494903,0.103395,0.03809475000000001,0.0739501,0.1446,-0.3819626075428895,0.07009309742027675,-0.380815,0.09204250000000003,-0.47695,-0.29999,1.3706196558202184,0.4643987363468107,1.27225,0.6063749999999999,0.8715890000000001,2.0775900000000003,-10.18725404792287,0.9449876727963828,-10.196,1.6270000000000007,-11.404,-8.938139999999999,680.4155129307511,295.50010312947023,653.6,394.21000000000004,338.402,1058.8,1616.219818996263,383.74807829810084,1598.5,436.60000000000014,1125.72,2109.2,2565.1392342336862,462.6264819985282,2613.2,633.5,1920.5,3116.9,1
